,tweet,views['count'],bookmark_count,favorite_count,quote_count,reply_count,retweet_count,label,preprocessed_tweet,lemmatized_tweet
66,نگران حکومت کا ایک اور کارنامہ زمیندار یا کاشتکار جو 5 ایکڑ سے زیادہ زمین کاشت کر کے 4 لاکھ سالانہ سے ذیادہ انکم حاصل کر رہا ہے اس کے لے ایگریکلچر ریٹرن جمع کروانا لازمی ہے۔ بصورت دیگر اسسٹنٹ کمشنر خود سے آپ کی انکم کا اندازہ لگا کر ٹیکس عائد کر دیں گے۔۔۔ https://t.co/kL9FTVje3x,768,0,13,0,0,7,1,"['نگران', 'حکومت', 'کارنامہ', 'زمیندار', 'کاشتکار', '5', 'ایکڑ', 'زیادہ', 'زمین', 'کاشت', '4', 'لاکھ', 'سالانہ', 'ذیادہ', 'انکم', 'حاصل', 'ایگریکلچر', 'ریٹرن', 'جمع', 'کروانا', 'لازمی', 'بصورت', 'دیگر', 'اسسٹنٹ', 'کمشنر', 'انکم', 'اندازہ', 'ٹیکس', 'عائد']",نگران حکومت کارنامہ زمیندار کاشتکار 5 ایکڑ زیادہ زمین کاشت 4 لاکھ سالانہ ذیادہ انکم حاصل ایگریکلچر ریٹرن جمع کروا لازمی بصورت دیگر اسسٹنٹ کمشنر انکم اندازہ ٹیکس عائد
69,"In an absurd move, Civil Lines Police Station in Quetta, Balochistan, has barred transgender individuals from leaving their homes after midnight. 
https://t.co/ijhdMAes1K via @DissentToday",45,0,1,0,0,1,0,"['مضحکہ', 'خیز', 'اقدام', 'بلوچستان', 'کوئٹہ', 'سول', 'لائنز', 'پولیس', 'اسٹیشن', 'ٹرانسجینڈر', 'افراد', 'آدھی', 'رات', 'بعد', 'گھر', 'چھوڑنے', 'روک', 'dissenttoday']",مضحکہ خیز اقدام بلوچستان کوئٹہ سول لائنز پولیس اسٹیشن ٹرانسجینڈر فرد آدھی رات بعد گھر چھوڑ روک dissenttoy
70,"جھوٹ زیادہ دیر چھپتا نہیں ۔۔

کل سے لفافہ صحافی اور پوری PDM اس ویڈیو زمان پارک سے جوڑ رہے ہیں ۔۔

جھوٹے پے خدا کی لعنت 🖐🖐 https://t.co/HdLbhdhFsz",38182,6,1827,46,32,1466,1,"['جھوٹ', 'زیادہ', 'چھپتا', 'کل', 'لفافہ', 'صحافی', 'پوری', 'PDM', 'ویڈیو', 'زمان', 'پارک', 'جوڑ', 'جھوٹے', 'پے', 'خدا', 'لعنت']",جھوٹ زیادہ چھپ کل لفافہ صحافی پوری PDM ویڈیو زمان پارک جوڑ جھوٹا پے خدا لعنت
71,"خیبرپختونخوا سے گندم کے 20 سے زائد بڑے ٹریلے گندم لیکر افغانستان سمگل ہو رہی ہے حکمران مال بنا رہے ہیں 
اور پاکستانی عوام دو وقت کی روٹی کیلئے ترس رہے ہیں 
یہ بھی تبدیلی سرکار کا احسان ہے اس غریب عوام پر https://t.co/8xlUZ0BHV9",53014,4,1079,49,55,703,1,"['خیبرپختونخوا', 'گندم', '20', 'زائد', 'بڑے', 'ٹریلے', 'گندم', 'لیکر', 'افغانستان', 'سمگل', 'حکمران', 'مال', 'پاکستانی', 'عوام', 'دو', 'وقت', 'روٹی', 'کیلئے', 'ترس', 'تبدیلی', 'سرکار', 'احسان', 'غریب', 'عوام']",خیبرپختونخوا گندم 20 زائد بڑا ٹریل گندم لیکر افغانستان سمگل حکمران مال پاکستانی عوام دو وقت روٹی کیلئے ترس تبدیلی سرکار احسان غریب عوام
72,"Imran Khan supporter stole a peacock from the residence of Army corps commander in Lahore
#ImranKhan #CivilWarInPakistan https://t.co/1GtDWJsTW7",67936,14,259,12,16,69,1,"['عمران', 'خان', 'حامی', 'لاہور', 'آرمی', 'کور', 'کمانڈر', 'رہائش', 'گاہ', 'مور', 'چوری', 'imrankhan', 'civilwarinpakistan']",عمران خان حامی لاہور آرمی کور کمانڈر رہائش گاہ مور چوری imrankhan civil warinpa kistan
73,"BIG BREAKING🚨 Man who stole peacock from Lahore Corps Commander House during May 9 violence has been sentenced to 10 years in jail under Army Act: Bol News Pakistan

#ImranKhan #PTI #PakistanArmy https://t.co/BwopxmjSkL",22156,6,308,11,19,64,1,"['9', 'مئی', 'لاہور', 'کور', 'کمانڈر', 'ہاؤس', 'میور', 'چوری', 'بڑے', 'بریکنگ', 'شخص', 'آرمی', 'ایکٹ', '10', 'سال', 'قید', 'سزا', 'سنائی', 'بول', 'نیوز', 'پاکستان', 'imrankhan', 'pti', 'pakistanarmy']",9 مئی لاہور کور کمانڈر ہاؤس میور چوری بڑا بریکنگ شخص آرمی ایکٹ 10 سال قید سزا سنا بول نیوز پاکستان imrankhan pti pakista narmy
74,"مولانا طارق جمیل کے تین آکاؤنٹ سیل کر دیے گئے 49 ارب روپیہ کہاں سے آیا ساری کڑیاں فرح گوگی سے مل گئیں
@TariqJamilOFCL",34965,1,1177,5,35,323,1,"['مولانا', 'طارق', 'جمیل', 'تین', 'آکاؤنٹ', 'سیل', '49', 'ارب', 'روپیہ', 'ساری', 'کڑیاں', 'فرح', 'گوگی', 'گئیں', 'TariqJamilOFCL']",مولانا طارق جمیل تین آکاؤنٹ سیل 49 ارب روپیہ ساری کڑیاں فرح گوگی جا Tari q Ja milOFCL
75,"حافظ کا پاکستان😢😢

نمل یونیورسٹی کے طلبا کا ھاسٹل سیل کر دیا گیا۔ وہ روڈ پربیٹھے ہوئے ہیں۔

قصور: نمل یونیورسٹی عمران خان نے غریب اور زہین بچوں کے لیئے کیوں بنائی جہاں فری ایجوکیشن دی جاتی ہے۔

#PakistanUnderFascism https://t.co/obbwTns268",58585,9,2351,38,78,1812,1,"['حافظ', 'پاکستان', 'نمل', 'یونیورسٹی', 'طلبا', 'ھاسٹل', 'سیل', 'روڈ', 'پربیٹھے', 'قصور', 'نمل', 'یونیورسٹی', 'عمران', 'خان', 'غریب', 'زہین', 'بچوں', 'لیئے', 'بنائی', 'فری', 'ایجوکیشن', 'PakistanUnderFascism']",حافظ پاکستان نمل یونیورسٹی طلبا ھاسٹل سیل روڈ پربیٹھے قصور نمل یونیورسٹی عمران خان غریب زہین بچہ لیئے بنا فری ایجوکیشن PakistanUnderFascism
76,پاسپورٹ فیس 70ہزار ہونے کی افواہ ۔۔حیات آباد پشاور پاسپورٹ آفس میں پاسپورٹ بنوانے والوں کا سمندر امڈ آیا ! https://t.co/BxAeXXNIBm,806,0,22,1,6,6,1,"['پاسپورٹ', 'فیس', '70', 'ہزار', 'افواہ', 'حیات', 'آباد', 'پشاور', 'پاسپورٹ', 'آفس', 'پاسپورٹ', 'بنوانے', 'سمندر', 'امڈ']",پاسپورٹ فیس 70 ہزار افواہ حیات آباد پشاور پاسپورٹ آفس پاسپورٹ بنوانہ سمندر امڈ
77,شہباز شریف اراکین کی اکثریت کا اعتماد کھو چکے ہیں، بیس اراکین اسمبلی جن کا تعلق تحریک انصاف سے ہے ان کا ووٹ وزیر اعظم کے حق میں شمار نہیں کیا جا سکتا لہذا شہباز شریف کو صرف 172 ارکان کی بجائے صرف 160 ارکان اسمبلی کی حمائیت حاصل آج کا یہ ووٹ  شہباز شریف اور PeeDM کی بہت بڑی شکست…,1735543,51,29543,541,1944,9027,1,"['شہباز', 'شریف', 'اراکین', 'اکثریت', 'اعتماد', 'کھو', 'اراکین', 'اسمبلی', 'تعلق', 'تحریک', 'انصاف', 'ووٹ', 'وزیر', 'اعظم', 'حق', 'شمار', 'شہباز', 'شریف', '172', 'ارکان', 'بجائے', '160', 'ارکان', 'اسمبلی', 'حمائیت', 'حاصل', 'آج', 'ووٹ', 'شہباز', 'شریف', 'PeeDM', 'شکست']",شہباز شریف رکن اکثریت اعتماد کھو رکن اسمبلی تعلق تحریک انصاف ووٹ وزیر اعظم حق شمار شہباز شریف 172 رکن بجائے 160 رکن اسمبلی حمائیت حاصل آج ووٹ شہباز شریف PeeDM شکست
78,"اِسی کہتے ہیں میکاولی، گوئبلز اور چانکیہ کی سیاست۔۔۔۔!!!!

اکیسوی صدی کی زبان میں بولیں تو اِسی کہتے ہیں۔۔۔ آلِ شریف، امپورٹڈ حکمرانوں اور ڈاکو رانی بیگم صفدر کی سیاست۔۔۔۔!!!! https://t.co/8SNPIdg7Wq",501504,54,11532,239,444,7293,1,"['کہتے', 'میکاولی', 'گوئبلز', 'چانکیہ', 'سیاست', 'اکیسوی', 'صدی', 'زبان', 'بولیں', 'کہتے', 'آل', 'شریف', 'امپورٹڈ', 'حکمرانوں', 'ڈاکو', 'رانی', 'بیگم', 'صفدر', 'سیاست']",کہہ میکاولی گوئبلز چانکیہ سیاست اکیسوی صدی زبان بول کہہ آل شریف امپورٹڈ حکمران ڈاکو رانی بیگم صفدر سیاست
79,"ماہانہ تنخواہ 8 لاکھ، گھر کا کرایہ 3 لاکھ 70 ہزار، دو لگزری گاڑیاں، دو ڈرایور بمعہ تنخواہ، 600 لیٹر ماہانہ پیٹرول، 5 ہزار روازانہ کا TADA, رعایتی جہاز کی ٹکٹیں، و دیگر مراعات ملا کر سپریم کورٹ کا ایک جج 18 لاکھ روپے ماہانہ وصول کر رہا ہے
عالمی درجہ بندی میں پاکستان کانمبر 139 ہے https://t.co/koMf8gyF8d",173,0,6,1,0,5,0,"['ماہانہ', 'تنخواہ', '8', 'لاکھ', 'گھر', 'کرایہ', '3', 'لاکھ', '70', 'ہزار', 'دو', 'لگزری', 'گاڑیاں', 'دو', 'ڈرایور', 'بمعہ', 'تنخواہ', '600', 'لیٹر', 'ماہانہ', 'پیٹرول', '5', 'ہزار', 'روازانہ', 'TADA', 'رعایتی', 'جہاز', 'ٹکٹیں', 'و', 'دیگر', 'مراعات', 'ملا', 'سپریم', 'کورٹ', 'جج', '18', 'لاکھ', 'روپے', 'ماہانہ', 'وصول', 'عالمی', 'درجہ', 'بندی', 'پاکستان', 'کانمبر', '139']",ماہانہ تنخواہ 8 لاکھ گھر کرایہ 3 لاکھ 70 ہزار دو لگزری گاڑی دو ڈرایور بمعہ تنخواہ 600 لیٹر ماہانہ پیٹرول 5 ہزار روازانہ TADA رعایتی جہاز ٹکٹ و دیگر مراعات مل سپریم کورٹ جج 18 لاکھ روپہ ماہانہ وصول عالمی درجہ بندی پاکستان کانمبر 139
80,یہ مقبوضہ پاکستان ہے ؟؟؟ https://t.co/fZHZBtcLmy,8660,0,398,15,14,209,1,"['مقبوضہ', 'پاکستان']",مقبوضہ پاکستان
81,جس طیارے سے ایم ایم عالم نے ایک منٹ کے اندر بھارت کے چھ جنگی جہاز مار گرائے تھے، تم اور تمھارے بلوائیوں نے قومی فخر کی اس علامت کو جلا کر راکھ کر دیا ؟ عمران تم پاکستانی کہلانے کے لائق ہو؟ تمھارا کوئی رشتہ ہے اس مٹی سے؟ کون ہو تم؟ کس نے تمھیں بھیجا ہے؟ https://t.co/343JaevlLy,3970181,62,16547,1836,15310,7132,1,"['طیارے', 'ایم', 'ایم', 'عالم', 'منٹ', 'اندر', 'بھارت', 'چھ', 'جنگی', 'جہاز', 'مار', 'گرائے', 'تمھارے', 'بلوائیوں', 'قومی', 'فخر', 'علامت', 'جلا', 'راکھ', 'عمران', 'پاکستانی', 'کہلانے', 'لائق', 'تمھارا', 'رشتہ', 'مٹی', 'تمھیں', 'بھیجا']",طیارہ ایم ایم عالم منٹ اندر بھارت چھ جنگی جہاز مار گرائے تمھارے بلوائی قومی فخر علامت جلا راکھ عمران پاکستانی کہلانے لائق تمھارا رشتہ مٹی تمھ بھیج
82,"DAWN shamelessly used another misleading headline today

Here is the actual statement of Chairman PTI regarding Panama JIT and Gen Bajwa https://t.co/X2OgKVZJkM",74665,19,2336,28,47,1105,1,"['ڈان', 'شرمی', 'آج', 'گمراہ', 'کن', 'سرخی', 'استعمال', 'پاناما', 'جے', 'ٹی', 'جنرل', 'باجوا', 'حوالے', 'چیئرمین', 'پی', 'ٹی', 'اصل', 'بیان']",ڈان شرمی آج گمراہ کن سرخی استعمال پاناما جے ٹی جنرل باجوا حوالہ چیئرمین پی ٹی اصل بیان
83,"آن لائن قرض دینےوالے ایپ کےزریعے صرف کنٹیکٹ لسٹ نہیں،موبائل میں موجود فیملی اور ذاتی  تصاویر، ویڈیوز، کال ریکارڈنگز یعنی موبائل کا مکمل ڈیٹا حاصل کر لیتے ہیں اور پھر 5, 10 ہزار کیلئے بلیک میل کرتے ہیں۔ انشاءاللہ کاروائی ہوتی نظر آئیگی۔لوگ آن لائن قرض فراہم کرنے والوں سےمحتاط رہیں",1626,1,4,0,4,1,1,"['آن', 'لائن', 'قرض', 'دینےوالے', 'ایپ', 'کےزریعے', 'کنٹیکٹ', 'لسٹ', 'موبائل', 'موجود', 'فیملی', 'ذاتی', 'تصاویر', 'ویڈیوز', 'کال', 'ریکارڈنگز', 'موبائل', 'مکمل', 'ڈیٹا', 'حاصل', '5', '10', 'ہزار', 'کیلئے', 'بلیک', 'میل', 'انشاءاللہ', 'کاروائی', 'نظر', 'آئیگی', 'آن', 'لائن', 'قرض', 'فراہم', 'سےمحتاط']",آن لائن قرض دینےوالے ایپ کےزریعے کنٹیکٹ لسٹ موبائل موجود فیملی ذاتی تصاویر ویڈیوز کال ریکارڈنگز موبائل مکمل ڈیٹا حاصل 5 10 ہزار کیلئے بلیک میل انشاء کاروائی نظر آئیگی آن لائن قرض فراہم سےمحتاط
84,"Excellent interview of @ImranKhanPTI by @FareedZakaria @CNN. According to IK, over 10,000 PTI workers have been arrested! Where is all this heading?! #Pakistan 

https://t.co/iTnz4P0cZw via @YouTube",47717,2,2114,15,61,1024,0,"['imrankhanpti', 'عمدہ', 'انٹرویو', 'بذریعہ', 'fareedzakaria', 'cnn', 'پی', 'ٹی', '10', '000', 'زیادہ', 'کارکنوں', 'گرفتار', 'سرخی', 'پاکستان', 'Youtube']",imrankhanpti عمدہ انٹرویو بذریعہ fareedza karia cnn پی ٹی 10 000 زیادہ کارکن گرفتار سرخی پاکستان Youtube
85,"Shaukat Khanam Hospital, Karachi. Inauguration was planned for August 14th 2023. Now all construction works have been stopped. شکریہ PDM حکومت او PPP پارٹی کا جنھوں ہمیشہ کسی نہ کسی آڑ میں  ہمیشہ کراچی کے پراجیکٹس کو نشانہ بنایا  کچھ نہ ملا تو عمران کی آڑ یہ پراجیکٹ بھی بند کردیا https://t.co/DKeD7hKd9l",49718,6,1343,22,48,967,1,"['Shaukat', 'Khanam', 'Hospital', 'Karachi', 'Inauguration', 'was', 'planned', 'for', 'August', '14th', '2023', 'Now', 'all', 'construction', 'works', 'have', 'been', 'stopped', 'شکریہ', 'PDM', 'حکومت', 'او', 'PPP', 'پارٹی', 'جنھوں', 'ہمیشہ', 'آڑ', 'ہمیشہ', 'کراچی', 'پراجیکٹس', 'نشانہ', 'بنایا', 'ملا', 'عمران', 'آڑ', 'پراجیکٹ', 'کردیا']",Shaukat Khanam Hospital Karachi Inauguration was planned for August 14th 2023 Now all con struction works have been stopped شکریہ PDM حکومت او PPP پارٹی جو ہمیشہ آڑ ہمیشہ کراچی پراجیکٹس نشانہ بنا مل عمران آڑ پراجیکٹ کردیا
86,"Dar sb announces taxpayer paid free flight for Hajj to parliamentarians, so they pray for Pakistan to be free of debt. Alhamdulillah, if loser had a face. https://t.co/4rYDXrykBG",5426,0,40,3,1,10,1,"['ڈار', 'ایس', 'بی', 'ٹیکس', 'دہندگان', 'پارلیمنٹیرینوں', 'حج', 'مفت', 'پرواز', 'اعلان', 'دعا', 'پاکستان', 'قرض', 'پاک', 'الہامڈولہ', 'ہارنے', 'چہرہ']",ڈار ایس بی ٹیکس دہندگان پارلیمنٹیرینوں حج مفت پرواز اعلان دعا پاکستان قرض پاک الہامڈولہ ہارنے چہرہ
87,"Dar sb announces taxpayer paid free flight for Hajj to parliamentarians, so they pray for Pakistan to be free of debt. Alhamdulillah, if loser had a face. https://t.co/4rYDXrykBG",5426,0,40,3,1,10,1,"['ڈار', 'ایس', 'بی', 'ٹیکس', 'دہندگان', 'پارلیمنٹیرینوں', 'حج', 'مفت', 'پرواز', 'اعلان', 'دعا', 'پاکستان', 'قرض', 'پاک', 'الہامڈولہ', 'ہارنے', 'چہرہ']",ڈار ایس بی ٹیکس دہندگان پارلیمنٹیرینوں حج مفت پرواز اعلان دعا پاکستان قرض پاک الہامڈولہ ہارنے چہرہ
88,"اسحاق ڈار کی معاشی پالیسی کے کیا کہنے۔ گیس کی قیمت میں %75 اضافہ کر دیا ہے۔

اور یہ اضافہ جولائی 2022 سے لاگو کر دیا ہے، یعنی اب آپ کو ہر مہینے گیس کے بل میں اضافی بل وہ بھی آئے گا جو پچھلے 6 ماہ کے بل میں اضافہ کر کے لگایا جاۓ گا۔ 👎

حد ہے ظلم اور بےحسی کی۔ 😐",44782,2,2271,11,29,798,1,"['اسحاق', 'ڈار', 'معاشی', 'پالیسی', 'کہنے', 'گیس', 'قیمت', '75', 'اضافہ', 'اضافہ', 'جولائی', '2022', 'لاگو', 'اب', 'مہینے', 'گیس', 'بل', 'اضافی', 'بل', 'پچھلے', '6', 'ماہ', 'بل', 'اضافہ', 'لگایا', 'جاۓ', 'حد', 'ظلم', 'بےحسی']",اسحاق ڈار معاشی پالیسی کہہ گیس قیمت 75 اضافہ اضافہ جولائی 2022 لاگو اب مہینہ گیس بل اضافی بل پچھلا 6 ماہ بل اضافہ لگا جاۓ حد ظلم بےحسی
89,"حکومت کے پاس اپنے 77 وزیروں مشیروں کے شاہانہ اخراجات اٹھانے کی سکت ہے،

لیکن پچھلے آٹھ ماہ میں عوام کیلئے بجلی کئی گنا مہنگی، گیس %75 مہنگی کر دی اور اس اضافے کا اطلاق 6 ماہ پرانے گیس کی بل پر سے شروع کر دیا۔

الحمداللّه، تجربہ بھی ہے اور تجربہ کار ٹیم بھی ہے۔ 😐🤐",47187,2,3260,12,30,1049,1,"['حکومت', 'پاس', '77', 'وزیروں', 'مشیروں', 'شاہانہ', 'اخراجات', 'اٹھانے', 'سکت', 'پچھلے', 'آٹھ', 'ماہ', 'عوام', 'کیلئے', 'بجلی', 'کئی', 'گنا', 'مہنگی', 'گیس', '75', 'مہنگی', 'اضافے', 'اطلاق', '6', 'ماہ', 'پرانے', 'گیس', 'بل', 'شروع', 'الحمدالل', 'ہ', 'تجربہ', 'تجربہ', 'کار', 'ٹیم']",حکومت پاس 77 وزیرا مشیر شاہانہ خرچ اٹھا سکت پچھلا آٹھ ماہ عوام کیلئے بجلی کئی گنا مہنگی گیس 75 مہنگی اضافہ اطلاق 6 ماہ پرانا گیس بل شروع الحمدالل ہ تجربہ تجربہ کار ٹیم
90,"آج PDM حکومت نے توہین پارلیمنٹ بل 2023 منظور کر کے 22 کروڑ عوام کو یہ پیغام دیا ہے کہ اب جو بھی ان پر تنقید کرے گا، اسے سزا ہو سکتی ہے۔

یعنی عوام سے ہر طرح سے بےعزت ہونے کے بعد اب یہ بےعزتی رکوانے کا ""قانونی"" جواز گھڑا جا رہا ہے۔ کمال بےشرمی ہے۔",64392,2,3646,17,61,1501,1,"['آج', 'PDM', 'حکومت', 'توہین', 'پارلیمنٹ', 'بل', '2023', 'منظور', '22', 'کروڑ', 'عوام', 'پیغام', 'اب', 'تنقید', 'سزا', 'سکتی', 'عوام', 'بےعزت', 'بعد', 'اب', 'بےعزتی', 'رکوانے', 'قانونی', 'جواز', 'گھڑا', 'کمال', 'بےشرمی']",آج PDM حکومت توہین پارلیمنٹ بل 2023 منظور 22 کروڑ عوام پیغام اب تنقید سزا سک عوام بےعزت بعد اب بےعزتی رکوانہ قانونی جواز گھڑا کمال بےشرمی
91,"Entire Karachi Port leased to Abu Dhabi for 50 years for $50 million dollars. And $18 dollars per container. 

Yes. 50 years for $50 million only. 

ہفتہ وار سیل جاری ہے۔",791767,97,7570,206,554,2863,1,"['پوری', 'کراچی', 'بندرگاہ', 'ابوظہبی', '50', 'سال', 'million', '50', 'ملین', 'ڈالر', 'لیز', 'فی', 'کنٹینر', '18', 'ڈالر', '50', 'ملین', 'ڈالر', '50', 'سال', 'ata', 'ہ', 'var', 'ssaul', 'ج', 'ar', 'ی']",پوری کراچی بندرگاہ ابوظہبی 50 سال million 50 ملین ڈالر لیز فی کنٹینر 18 ڈالر 50 ملین ڈالر 50 سال ata ہ var ssaul ج ar ی
92,"Entire Karachi Port leased to Abu Dhabi for 50 years for $50 million dollars. And $18 dollars per container. 

Yes. 50 years for $50 million only. 

ہفتہ وار سیل جاری ہے۔",791767,97,7570,206,554,2863,1,"['پوری', 'کراچی', 'بندرگاہ', 'ابوظہبی', '50', 'سال', 'million', '50', 'ملین', 'ڈالر', 'لیز', 'فی', 'کنٹینر', '18', 'ڈالر', '50', 'ملین', 'ڈالر', '50', 'سال', 'ata', 'ہ', 'var', 'ssaul', 'ج', 'ar', 'ی']",پوری کراچی بندرگاہ ابوظہبی 50 سال million 50 ملین ڈالر لیز فی کنٹینر 18 ڈالر 50 ملین ڈالر 50 سال ata ہ var ssaul ج ar ی
93,"Entire Karachi Port leased to Abu Dhabi for 50 years for $50 million dollars. And $18 dollars per container. 

Yes. 50 years for $50 million only. 

ہفتہ وار سیل جاری ہے۔",791767,97,7570,206,554,2863,1,"['پوری', 'کراچی', 'بندرگاہ', 'ابوظہبی', '50', 'سال', 'million', '50', 'ملین', 'ڈالر', 'لیز', 'فی', 'کنٹینر', '18', 'ڈالر', '50', 'ملین', 'ڈالر', '50', 'سال', 'ata', 'ہ', 'var', 'ssaul', 'ج', 'ar', 'ی']",پوری کراچی بندرگاہ ابوظہبی 50 سال million 50 ملین ڈالر لیز فی کنٹینر 18 ڈالر 50 ملین ڈالر 50 سال ata ہ var ssaul ج ar ی
94,"بڑی خبر نواز شرمول کی  ڈگری جعلی نکلی 
چور تعلیم چور بھی نکالا 🫣🤚🏿🤚🏿 https://t.co/7k9AkSgGNm",52404,12,796,16,34,488,1,"['خبر', 'نواز', 'شرمول', 'ڈگری', 'جعلی', 'نکلی', 'چور', 'تعلیم', 'چور', 'نکالا']",خبر نواز شرمول ڈگری جعلی نکلی چور تعلیم چور نکال
96,"تمام سرکاری و پرائیویٹ سکولز میں روزانہ کی بنیاد پر افواجِ پاکستان کی خدمات بارے لیکچر لازمی قرار۔
نوٹی فکیشن جاری
🤦🤦🤦🤦
مان کیوں نہیں جاتے یہ تم سب اس اکیلے سے ہار چکے ہو۔💪✌️✌️ https://t.co/WexXivl5Wr",276875,5,2518,187,545,1395,0,"['تمام', 'سرکاری', 'و', 'پرائیویٹ', 'سکولز', 'روزانہ', 'بنیاد', 'افواج', 'پاکستان', 'خدمات', 'لیکچر', 'لازمی', 'قرار', 'نوٹی', 'فکیشن', 'جاری', 'مان', 'اکیلے', 'ہار']",تمام سرکاری و پرائیویٹ سکولز روزانہ بنیاد فوج پاکستان خدمت لیکچر لازمی قرار نوٹی فکیشن جاری مان اکیلا ہار
97,"تمام سرکاری و پرائیویٹ سکولز میں روزانہ کی بنیاد پر افواجِ پاکستان کی خدمات بارے لیکچر لازمی قرار۔
نوٹی فکیشن جاری
🤦🤦🤦🤦
مان کیوں نہیں جاتے یہ تم سب اس اکیلے سے ہار چکے ہو۔💪✌️✌️ https://t.co/WexXivl5Wr",276875,5,2518,187,545,1395,0,"['تمام', 'سرکاری', 'و', 'پرائیویٹ', 'سکولز', 'روزانہ', 'بنیاد', 'افواج', 'پاکستان', 'خدمات', 'لیکچر', 'لازمی', 'قرار', 'نوٹی', 'فکیشن', 'جاری', 'مان', 'اکیلے', 'ہار']",تمام سرکاری و پرائیویٹ سکولز روزانہ بنیاد فوج پاکستان خدمت لیکچر لازمی قرار نوٹی فکیشن جاری مان اکیلا ہار
98,Sadly their vote was counted bec right now there are no rules or laws being followed. Just a free for all with the dark protective shadow of the handlers over them!,70016,2,2998,14,82,1101,1,"['افسوس', 'بات', 'ووٹوں', 'گنتی', 'قواعد', 'قوانین', 'ہینڈلرز', 'تاریک', 'حفاظتی', 'سائے', 'مفت']",افسوس بات ووٹ گنتی قواعد قانون ہینڈلرز تاریک حفاظتی سائے مفت
99,Is this true that private and public schools in Gujranwala are required to sing praises of Pakistan Army on an 'every day' basis? 6th Gen Warfare (5th included songs and movies) https://t.co/okzNNpSRNq,3857,0,25,3,5,7,0,"['سچ', 'گجران', 'نجی', 'سرکاری', 'اسکولوں', 'دن', 'بنیاد', 'پاکستان', 'آرمی', 'تعریفیں', 'گانا', 'ضروری', '6', 'ویں', 'جنرل', 'وارفیئر', '5', 'ویں', 'گانے', 'فلمیں', 'شامل']",سچ گجران نجی سرکاری اسکول دن بنیاد پاکستان آرمی تعریف گانا ضروری 6 ویں جنرل وارفیئر 5 ویں گانے فلم شامل
100,Is this true that private and public schools in Gujranwala are required to sing praises of Pakistan Army on an 'every day' basis? 6th Gen Warfare (5th included songs and movies) https://t.co/okzNNpSRNq,3857,0,25,3,5,7,0,"['سچ', 'گجران', 'نجی', 'سرکاری', 'اسکولوں', 'دن', 'بنیاد', 'پاکستان', 'آرمی', 'تعریفیں', 'گانا', 'ضروری', '6', 'ویں', 'جنرل', 'وارفیئر', '5', 'ویں', 'گانے', 'فلمیں', 'شامل']",سچ گجران نجی سرکاری اسکول دن بنیاد پاکستان آرمی تعریف گانا ضروری 6 ویں جنرل وارفیئر 5 ویں گانے فلم شامل
101,"#CDA has renamed Farash Town Apartments project initiated under the vision of former Prime Minister Imran Khan for low and middle income groups and is going to sell these apartments to wealthy overseas Pakistanis to earn foreign remittances.. 
#ImranKhan #Islamabad #CDA https://t.co/m1A8YOd6Yr",234,0,2,0,2,0,0,"['ڈی', 'فرحت', 'ٹاؤن', 'اپارٹمنٹس', 'نام', 'تبدیل', 'سابق', 'وزیر', 'اعظم', 'عمران', 'خان', 'وژن', 'درمیانی', 'آمدنی', 'گروہوں', 'شروع', 'غیر', 'ملکی', 'ترسیلات', 'زر', 'حاصل', 'اپارٹمنٹس', 'دولت', 'مند', 'بیرون', 'ملک', 'مقیم', 'پاکستانیوں', 'فروخت', 'جارہا', 'imrankhan', 'اسلام', 'آباد', 'CDA']",ڈی فرحت ٹاؤن اپارٹمنٹس نام تبدیل سابق وزیر اعظم عمران خان وژن درمیانی آمدنی گروہ شروع غیر ملکی ترسیل زر حاصل اپارٹمنٹس دولت مند بیرون ملک مقیم پاکستانی فروخت جارہا imrankhan اسلام آباد CDA
103,"جیو نیوز نے جہانگیر ترین کے شوگر سکینڈل پرکیے ہوئے 302 پروگرام یوٹیوب سے ڈلیٹ کر دیے.
 یہ ہے پاکستانی صحافت کا معیار 😏😏😏",246,0,15,0,1,3,1,"['جیو', 'نیوز', 'جہانگیر', 'ترین', 'شوگر', 'سکینڈل', 'پرکیے', '302', 'پروگرام', 'یوٹیوب', 'ڈلیٹ', 'پاکستانی', 'صحافت', 'معیار']",جی نیوز جہانگیر ترین شوگر سکینڈل پرکیا 302 پروگرام یوٹیوب ڈلیٹ پاکستانی صحافت معیار
104,"جیو نیوز نے جہانگیر ترین کے شوگر سکینڈل پرکیے ہوئے 302 پروگرام یوٹیوب سے ڈلیٹ کر دیے.
 یہ ہے پاکستانی صحافت کا معیار 😏😏😏",246,0,15,0,1,3,1,"['جیو', 'نیوز', 'جہانگیر', 'ترین', 'شوگر', 'سکینڈل', 'پرکیے', '302', 'پروگرام', 'یوٹیوب', 'ڈلیٹ', 'پاکستانی', 'صحافت', 'معیار']",جی نیوز جہانگیر ترین شوگر سکینڈل پرکیا 302 پروگرام یوٹیوب ڈلیٹ پاکستانی صحافت معیار
